timestamp,open,high,low,close,volume
2024-08-28,1526.3000,1564.0000,1522.5000,1556.0000,80645
2024-08-27,1523.5500,1526.0000,1502.5500,1522.5000,91506
2024-08-26,1516.9000,1520.2000,1506.2000,1513.6500,55242
2024-08-23,1491.2500,1510.8000,1479.2500,1506.0500,322394
2024-08-22,1475.9500,1499.7000,1463.4500,1486.2500,1087341
2024-08-21,1459.7500,1466.0000,1447.1000,1464.2000,127178
2024-08-20,1482.6000,1482.9000,1446.4500,1449.3500,105459
2024-08-19,1484.5500,1489.0000,1463.9000,1469.5000,63774
2024-08-16,1476.9500,1490.0000,1467.7000,1484.5000,268573
2024-08-14,1457.9500,1480.4500,1452.6500,1471.8000,92933
2024-08-13,1461.0000,1478.0000,1450.3000,1459.6500,109861
2024-08-12,1463.0000,1477.6500,1445.0500,1459.1000,51244
2024-08-09,1474.6500,1482.1500,1458.0000,1463.9000,253821
2024-08-08,1430.0000,1466.4500,1430.0000,1451.3500,97547
2024-08-07,1450.0500,1454.3500,1422.3000,1441.7000,207940
2024-08-06,1489.9000,1493.9500,1431.1000,1443.5500,317538
2024-08-05,1463.9500,1486.5500,1451.2500,1466.0000,83232
2024-08-02,1494.0000,1504.8500,1483.5000,1493.7500,422407
2024-08-01,1490.9500,1511.0000,1488.8000,1505.4000,105913
2024-07-31,1472.2000,1504.2000,1472.2000,1492.9000,153345
2024-07-30,1489.3000,1489.3000,1464.1000,1471.0500,119951
2024-07-29,1522.0500,1522.0500,1476.5500,1481.1000,324131
2024-07-26,1450.0000,1520.0000,1449.5000,1514.7000,512860
2024-07-25,1441.6500,1454.1000,1440.1000,1449.4000,51242
2024-07-24,1465.0000,1475.5500,1437.0000,1455.5500,38765
2024-07-23,1465.0500,1469.4000,1428.7000,1465.0000,75051
2024-07-22,1450.0000,1471.5500,1450.0000,1464.6000,59347
2024-07-19,1476.9000,1478.7000,1452.3500,1461.5000,255822
2024-07-18,1466.3500,1486.3500,1459.0500,1483.2500,105596
2024-07-16,1445.0000,1473.8000,1445.0000,1466.0000,106471
2024-07-15,1430.4000,1440.0000,1426.7500,1437.2000,47926
2024-07-12,1440.4500,1448.2000,1421.5500,1433.0000,470398
2024-07-11,1450.0000,1450.7500,1427.9500,1439.0000,83626
2024-07-10,1438.9000,1449.0000,1426.9500,1444.7000,56217
2024-07-09,1440.6000,1441.7500,1428.3000,1435.1000,153425
2024-07-08,1430.0500,1438.5000,1423.0500,1434.9000,162232
2024-07-05,1423.3500,1433.3000,1416.6000,1430.0000,544729
2024-07-04,1418.9500,1440.4000,1411.5500,1423.3500,509157
2024-07-03,1429.6000,1432.5000,1410.0000,1420.3500,556358
2024-07-02,1465.0500,1473.5000,1415.5000,1418.5500,502005
2024-07-01,1450.0000,1467.4000,1449.3000,1453.2000,478628
2024-06-28,1535.0000,1539.1000,1436.5000,1445.3500,1564391
2024-06-27,1466.8500,1489.0000,1440.1000,1471.8000,379730
2024-06-26,1419.0500,1479.5000,1410.4000,1458.5500,544988
2024-06-25,1439.9500,1439.9500,1410.0500,1415.1000,210793
2024-06-24,1404.0500,1423.1000,1397.4000,1419.2000,362026
2024-06-21,1388.1000,1423.5500,1373.0500,1413.2500,641954
2024-06-20,1403.0000,1406.3500,1376.0500,1381.1500,438075
2024-06-19,1432.4500,1432.9000,1388.0500,1393.1500,101821
2024-06-18,1439.1000,1442.0000,1418.0000,1428.7000,95910
2024-06-14,1431.0500,1434.5000,1421.3000,1427.7500,159238
2024-06-13,1441.5500,1450.0000,1420.4500,1425.3000,92625
2024-06-12,1422.0000,1447.5000,1422.0000,1438.4500,188107
2024-06-11,1429.6000,1434.4000,1413.0000,1427.5000,65313
2024-06-10,1428.9500,1436.4500,1421.0500,1425.2000,206919
2024-06-07,1371.7000,1431.2000,1363.0000,1425.8000,709372
2024-06-06,1367.1000,1375.0500,1329.0000,1371.7500,400275
2024-06-05,1332.7000,1348.3000,1279.7500,1344.4000,243348
2024-06-04,1393.1000,1395.6500,1224.5000,1306.6000,434816
2024-06-03,1405.0500,1420.0000,1385.0000,1393.9500,152261
2024-05-31,1378.2500,1387.1000,1337.6000,1371.8500,506750
2024-05-30,1383.9500,1386.1000,1363.2500,1377.4000,59587
2024-05-29,1365.1000,1390.1000,1358.4500,1377.2000,35809
2024-05-28,1389.0000,1389.0000,1367.6000,1370.5500,20048
2024-05-27,1399.2000,1407.0500,1378.6500,1383.7000,82614
2024-05-24,1377.0000,1398.0000,1375.0000,1388.6000,258540
2024-05-23,1350.1500,1377.1500,1342.9500,1373.9500,85040
2024-05-22,1343.4000,1351.1500,1329.4000,1347.5500,102535
2024-05-21,1348.0500,1362.0000,1336.5000,1343.9000,131472
2024-05-17,1354.1000,1360.0000,1339.9500,1344.1500,301948
2024-05-16,1328.0000,1356.7500,1321.3500,1344.9000,353409
2024-05-15,1280.0000,1317.5500,1280.0000,1311.7500,179879
2024-05-14,1288.5500,1299.1000,1281.0000,1285.4000,111671
2024-05-13,1296.5000,1302.0000,1281.2500,1286.5500,58002
2024-05-10,1274.1000,1308.2000,1272.0000,1302.6000,201241
2024-05-09,1287.0000,1294.8500,1269.8500,1275.6000,64869
2024-05-08,1272.1500,1299.6500,1272.1500,1288.7000,24742
2024-05-07,1285.0000,1294.1000,1271.0500,1284.8500,33163
2024-05-06,1279.9500,1298.5000,1276.0000,1283.3500,40436
2024-05-03,1309.5500,1309.5500,1258.2500,1276.7500,238027
2024-05-02,1317.9500,1320.0500,1294.0000,1306.1500,106885
2024-04-30,1326.3500,1334.5500,1320.0500,1322.8500,128197
2024-04-29,1329.3500,1345.7500,1320.2500,1333.2500,51102
2024-04-26,1338.0000,1344.3000,1321.5000,1325.5000,134981
2024-04-25,1332.7000,1343.0000,1324.5000,1335.9500,84600
2024-04-24,1364.0500,1364.0500,1333.8000,1336.2500,111467
2024-04-23,1314.3500,1350.9000,1302.8000,1342.3000,482182
2024-04-22,1301.1500,1305.9000,1288.5000,1298.4500,129889
2024-04-19,1278.7000,1296.4500,1253.1500,1288.9000,308645
2024-04-18,1218.6500,1281.4000,1215.7000,1267.2000,436832
2024-04-16,1224.9500,1234.0000,1212.1000,1216.7000,46540
2024-04-15,1201.3000,1234.5500,1201.3000,1225.0500,34783
2024-04-12,1231.8500,1231.8500,1219.3500,1225.2000,255730
2024-04-10,1215.8000,1230.5500,1210.7500,1229.3000,49348
2024-04-09,1218.2500,1218.2500,1198.6500,1203.8500,30337
2024-04-08,1191.0000,1210.1000,1183.6000,1204.1500,79900
2024-04-05,1208.1000,1211.3000,1189.0000,1191.5500,123054
2024-04-04,1234.9000,1234.9000,1201.9500,1206.9500,29398
2024-04-03,1202.5500,1240.6000,1189.5000,1225.4000,273855
2024-04-02,1222.0500,1225.4500,1203.5500,1208.4000,88168
2024-04-01,1227.9500,1230.4500,1207.8000,1217.8000,86752
2024-03-28,1238.6500,1238.6500,1220.3500,1229.0500,92209
2024-03-27,1215.9500,1228.0000,1210.0500,1224.7000,374066
2024-03-26,1232.7500,1233.4500,1211.1500,1216.0500,250616
2024-03-22,1227.0000,1244.9500,1220.8000,1235.8000,4235017
2024-03-21,1243.9500,1243.9500,1214.4500,1221.8000,407138
2024-03-20,1227.8500,1239.0000,1223.8500,1232.0000,415744
2024-03-19,1223.6000,1240.6500,1215.2500,1227.8500,2169332
2024-03-18,1228.9500,1231.0000,1215.3000,1225.0500,109655
2024-03-15,1186.0000,1222.7000,1186.0000,1220.3500,1584041
2024-03-14,1167.3500,1199.6500,1164.0000,1195.3000,1190372
2024-03-13,1210.7000,1210.7000,1151.3000,1169.2000,124916
2024-03-12,1204.5500,1207.8000,1198.0500,1204.4000,52074
2024-03-11,1187.9500,1218.2000,1187.9500,1197.1000,57435
2024-03-07,1207.1000,1213.0500,1189.2000,1199.1500,1202709
2024-03-06,1174.4000,1196.0000,1157.8500,1193.8500,1551612
2024-03-05,1139.4500,1179.4500,1134.0000,1168.7000,176671
2024-03-04,1131.8000,1149.0000,1131.8000,1134.0000,1524770
2024-03-01,1123.1500,1140.4000,1118.0000,1128.7000,230620
2024-02-29,1123.0000,1137.7500,1098.1000,1122.9000,462799
2024-02-28,1135.3500,1152.1000,1123.5500,1128.7000,86413
2024-02-27,1115.0000,1130.8500,1101.6000,1127.3500,123111
2024-02-26,1116.7000,1125.9500,1104.1500,1110.2000,56717
2024-02-23,1130.0000,1132.1500,1116.0000,1126.7000,356937
2024-02-22,1139.0000,1139.0000,1098.0000,1135.2500,2187392
2024-02-21,1153.4000,1159.0500,1132.6000,1139.7500,2553984
2024-02-20,1143.0500,1151.2500,1135.3500,1144.1500,201421
2024-02-19,1118.6000,1144.6000,1118.5500,1142.2000,397680
2024-02-16,1122.6000,1126.9000,1117.0000,1119.8500,262499
2024-02-15,1121.3000,1131.1000,1110.0000,1121.1500,22932
2024-02-14,1108.5500,1120.7000,1104.5500,1115.7000,127923
2024-02-13,1117.8500,1124.9000,1104.0000,1117.7000,164231
2024-02-12,1124.4500,1128.5000,1111.4500,1118.9500,71407
2024-02-09,1137.0000,1144.9500,1115.8000,1121.1000,203529
2024-02-08,1147.9500,1147.9500,1116.9500,1142.6000,175061
2024-02-07,1138.5000,1148.2000,1132.0000,1134.5500,656111
2024-02-06,1125.0000,1155.9500,1122.6000,1134.2500,203984
2024-02-05,1153.2500,1159.0000,1110.4000,1113.7500,76698
2024-02-02,1150.0500,1175.1000,1145.3000,1150.5500,251109
2024-02-01,1171.8500,1171.8500,1149.2000,1150.7500,50129
2024-01-31,1164.0000,1174.5000,1146.7500,1170.7000,26964
2024-01-30,1164.9000,1181.1000,1154.8000,1158.3000,40927
2024-01-29,1159.4000,1169.3500,1158.0500,1162.0500,981424
2024-01-25,1190.3000,1200.9500,1157.3500,1159.8500,365568
2024-01-24,1144.6000,1200.0000,1142.2500,1190.4500,227684
2024-01-23,1140.1000,1172.5000,1135.0000,1159.2000,141141
2024-01-19,1087.2500,1136.0000,1087.2500,1125.0000,488224
2024-01-18,1078.0000,1095.4500,1074.9500,1086.7000,107441
2024-01-17,1092.4500,1106.9500,1078.3000,1085.1500,36373
2024-01-16,1106.9500,1116.8000,1093.6500,1095.3500,38718
2024-01-15,1078.1500,1104.4500,1075.5500,1101.8000,50955
2024-01-12,1059.2000,1078.5500,1051.7500,1076.1000,795068
2024-01-11,1064.6500,1074.3500,1057.2500,1062.8500,96624
2024-01-10,1069.8500,1073.0000,1055.5500,1063.5500,471498
2024-01-09,1052.0000,1067.2000,1048.4000,1064.9000,1473314
2024-01-08,1054.7500,1058.8000,1046.2500,1049.1500,79925
2024-01-05,1055.9000,1063.2500,1039.0000,1046.8500,341349
2024-01-04,1036.9500,1059.0000,1027.6500,1049.1500,45855
2024-01-03,1031.9000,1036.8500,1021.5000,1035.1000,70944
2024-01-02,1018.0000,1025.4000,1016.1500,1021.9000,88890
2024-01-01,1029.0500,1031.9500,1007.3000,1013.0500,80617
2023-12-29,1034.0500,1043.0500,1024.3000,1032.8500,616032
2023-12-28,1024.7500,1042.0000,1022.2500,1037.4000,52687
2023-12-27,1000.0000,1024.0000,998.4500,1020.9500,52677
2023-12-26,996.2500,1002.5500,989.7500,999.4500,28166
2023-12-22,981.1500,998.6500,976.0000,989.2500,139504
2023-12-21,968.4500,981.0000,959.8000,978.4000,39089
2023-12-20,990.2000,994.1500,969.1000,971.2000,32206
2023-12-19,994.1500,997.1000,985.6500,987.3500,69328
2023-12-18,994.0500,998.8000,982.0500,990.1500,103414
2023-12-15,1000.4000,1010.5000,988.0000,993.0000,221886
2023-12-14,1005.0000,1010.9000,999.2500,1006.0500,58408
2023-12-13,992.5500,1001.3500,992.0000,999.8500,60164
2023-12-12,1000.3000,1000.3000,987.0000,995.7000,60724
2023-12-11,997.9500,1004.0000,992.0500,1000.6500,838033
2023-12-08,1003.7000,1003.7500,991.3500,999.5000,357216
2023-12-07,1015.0000,1016.9500,997.9500,998.7500,16855449
2023-12-06,1030.6000,1034.6500,1013.5500,1023.9500,124239
2023-12-05,1032.4500,1046.3500,1022.0000,1030.6500,25920
2023-12-04,1026.0500,1043.0500,1025.8500,1032.4000,57046
2023-12-01,1018.9500,1022.1000,1008.0000,1015.0000,403513
2023-11-30,998.6500,1018.0000,992.8000,1014.5500,300407
2023-11-29,995.1000,1006.9000,990.6500,995.5000,315851
2023-11-28,973.0500,987.5500,971.5500,985.5500,37059
2023-11-24,966.9000,977.2500,966.9000,972.7500,202156
2023-11-23,969.3500,980.8500,964.0000,977.3000,291611
2023-11-22,978.3000,978.3000,966.0000,969.3000,37917
2023-11-21,974.5500,976.0000,961.0000,971.4000,96309
2023-11-20,948.7000,964.0000,942.0000,961.6000,878076
2023-11-17,948.6500,954.2000,946.0500,947.6000,157298
2023-11-16,950.9500,953.3500,943.0000,948.6500,2472968
2023-11-15,950.0000,951.0000,936.1000,949.8000,65209
2023-11-13,944.9500,944.9500,933.8500,935.1500,23813
2023-11-10,935.9500,937.2500,929.3000,935.4500,182637
2023-11-09,936.9000,937.0000,930.9000,932.3000,16325
2023-11-08,940.6000,941.1500,934.6000,936.9000,15817
2023-11-07,939.1000,939.1000,932.8000,937.0000,32647
2023-11-06,938.6500,940.7500,929.8000,939.1000,46152
2023-11-03,925.0000,933.4000,922.0500,930.7000,397470
2023-11-02,918.0000,925.9500,916.7000,924.1500,37554
2023-11-01,899.8500,914.5500,896.0000,913.6000,48824
2023-10-31,923.9500,923.9500,913.0000,914.2000,291293
2023-10-30,916.0000,931.7500,910.6500,925.9000,188488
2023-10-27,912.9500,918.0000,906.3500,914.5500,67834
2023-10-26,923.0000,923.0000,900.7500,905.0000,540437
2023-10-25,924.1000,939.5000,919.0000,922.5500,479235
2023-10-23,947.3000,949.0000,937.3500,939.7500,54941
2023-10-20,940.0000,947.6500,937.4500,945.1000,305861
2023-10-19,945.0000,951.3500,933.7500,942.7000,593207
2023-10-18,955.0000,959.0000,950.7500,952.8000,122404
2023-10-17,946.5000,960.3000,946.5000,954.1000,303656
2023-10-16,955.2500,959.0000,943.9000,945.5500,42497
2023-10-13,944.0000,956.1500,944.0000,954.2500,512845
2023-10-12,961.3500,961.3500,946.9500,950.8500,374967
2023-10-11,953.9500,956.7500,948.1000,955.4500,1386019
2023-10-10,922.0500,953.6000,922.0500,948.7000,109590
2023-10-09,908.0500,927.9500,908.0500,924.8500,50338
2023-10-06,928.0500,929.0000,924.2500,926.0500,344042
2023-10-05,927.6500,929.7000,920.5500,928.7000,49979
2023-10-04,919.9500,927.4500,919.0000,924.7000,86479
2023-10-03,923.6500,928.0000,916.0000,924.9500,49364
2023-09-29,934.9500,935.6000,921.8000,926.4000,84725
2023-09-28,926.0500,932.0000,918.8000,925.0500,43067
2023-09-27,913.7500,921.0000,907.9000,919.6000,111817
2023-09-26,905.8000,920.8500,905.8000,912.1500,160917
2023-09-25,911.0000,913.0000,902.4500,910.0000,26310
2023-09-22,919.8500,922.7000,904.0500,911.2000,61487
2023-09-21,909.9500,920.0000,903.4000,918.1000,48080
2023-09-20,910.0000,919.1000,904.6000,911.0000,62859
2023-09-18,930.0000,935.9500,918.4000,920.4000,73594
2023-09-15,908.6500,948.0000,908.6500,936.4500,115612
2023-09-14,920.0000,920.0000,910.0000,914.7500,54859
2023-09-13,886.2500,918.0000,886.0000,914.9000,180451
2023-09-12,893.0000,896.4500,885.0000,890.6500,73062
2023-09-11,885.7500,892.3000,884.0000,889.6500,30906
2023-09-08,880.0500,890.1000,878.6000,885.7500,242457
2023-09-07,882.9500,883.3000,873.4000,875.1000,47028
2023-09-06,866.1500,882.4500,865.6000,879.1000,99018
2023-09-05,860.1000,867.0000,858.5500,866.0000,28671
2023-09-04,860.8000,869.4000,859.4000,865.0500,48348
2023-09-01,856.7500,867.9000,852.9000,865.9000,621582
2023-08-31,853.0500,859.4500,847.6000,856.8000,10753690
2023-08-30,862.8500,862.8500,856.5500,857.4500,39365
2023-08-29,876.9500,876.9500,849.0000,855.0500,11082540
2023-08-28,873.4000,875.6500,865.9000,870.2500,82247
2023-08-25,869.7500,876.2500,861.8500,873.4000,722632
2023-08-24,868.0500,875.2000,864.4500,869.4500,35155
2023-08-23,876.2500,876.2500,866.9500,868.0000,60457
2023-08-22,870.0500,880.0000,866.1000,877.4500,23401
2023-08-21,850.5500,873.7000,850.5500,871.8500,23240
2023-08-18,857.0500,861.7500,853.0000,856.0000,685282
2023-08-17,857.0000,859.6500,849.9000,856.6000,49794
2023-08-16,867.0500,871.8000,853.7500,857.0000,20789
2023-08-14,868.0500,870.7000,857.7500,866.8000,24247
2023-08-11,873.8500,873.8500,865.3000,870.4500,33401
2023-08-10,883.7500,883.7500,868.5000,874.4500,41988
2023-08-09,882.0500,897.4500,878.8500,883.7500,83123
2023-08-08,895.9500,895.9500,880.6000,884.8500,21899
2023-08-07,877.0500,900.0000,877.0500,891.0500,76965
2023-08-04,871.9000,892.9500,865.6500,890.3000,405027
2023-08-03,874.0500,881.9500,865.0500,871.9500,62261
2023-08-02,873.8500,890.6000,873.0000,877.7500,35025
2023-08-01,890.6500,897.2500,888.0500,891.5500,1981863
