timestamp,open,high,low,close,volume
2024-07-18,555.3000,574.4000,555.3000,573.2000,490118
2024-07-16,560.2000,562.6000,556.6500,559.6000,229033
2024-07-15,567.2000,567.3000,556.2500,559.3500,293050
2024-07-12,542.3500,564.7000,541.5000,560.0500,2270351
2024-07-11,535.9000,539.6000,530.0000,534.3500,145126
2024-07-10,540.3500,543.1500,531.9500,535.2500,239878
2024-07-09,543.5000,544.0000,537.3500,540.8000,402680
2024-07-08,535.0500,542.4000,535.0000,541.2500,244185
2024-07-05,531.9500,536.6000,529.6000,535.0000,593580
2024-07-04,541.3000,548.7000,529.0000,530.4500,871243
2024-07-03,542.8500,545.2500,535.4500,539.0500,278890
2024-07-02,530.0000,545.0000,528.9000,538.1000,648875
2024-07-01,515.5000,535.5000,513.8000,527.2500,1550037
2024-06-28,513.5500,516.5000,506.0000,514.9000,649429
2024-06-27,494.2500,511.9000,489.1500,510.7000,550666
2024-06-26,496.7000,499.7500,493.8000,495.1500,341185
2024-06-25,490.0500,498.0000,489.4000,497.0500,139409
2024-06-24,488.2500,495.0000,488.2500,490.4500,405675
2024-06-21,497.0000,500.7000,489.0000,490.5500,1558906
2024-06-20,496.6000,497.1000,488.4500,490.5000,206818
2024-06-19,491.9500,497.0000,486.6500,495.6000,771848
2024-06-18,482.8500,492.9500,480.6000,491.8500,609983
2024-06-14,485.0000,485.5500,475.5000,477.3500,208677
2024-06-13,480.5500,485.3500,480.0000,482.4000,565276
2024-06-12,478.7000,484.4500,475.7500,476.9000,206978
2024-06-11,478.1500,479.1000,474.5000,475.9500,223983
2024-06-10,493.7500,493.7500,473.5500,475.0000,474106
2024-06-07,470.9500,486.2500,468.5500,484.4500,3209585
2024-06-06,455.5500,462.0000,452.7500,461.0000,607456
2024-06-05,439.9500,454.8000,439.2500,451.5500,214339
2024-06-04,447.7500,447.7500,416.8000,437.8000,365678
2024-06-03,448.2500,450.0000,441.6500,443.9500,219407
2024-05-31,436.9500,442.0000,435.6000,437.7500,672565
2024-05-30,449.2500,449.3000,435.1500,436.9500,562666
2024-05-29,455.0000,455.4500,449.3500,450.9000,89266
2024-05-28,453.0500,457.2000,453.0000,456.0000,316493
2024-05-27,462.5000,462.5000,451.5500,452.5500,330564
2024-05-24,468.4500,470.5000,462.0000,463.5000,501913
2024-05-23,463.0000,468.0000,462.0000,465.9000,177215
2024-05-22,463.0000,463.6500,458.9000,461.2500,110202
2024-05-21,463.0000,464.8500,459.8500,460.8500,144336
2024-05-18,461.0000,463.0000,459.0500,462.3500,72200
2024-05-17,464.5000,464.5000,459.8000,461.0500,162648
2024-05-16,460.0500,467.5000,456.3000,464.3500,153698
2024-05-15,456.3500,459.2500,454.8000,458.1000,95590
2024-05-14,452.3500,459.9000,452.2500,456.3500,181423
2024-05-13,451.7000,453.1500,445.0000,452.1000,74669
2024-05-10,456.5500,457.5500,450.2000,451.7000,206030
2024-05-09,460.8500,464.5000,454.1000,454.9500,129341
2024-05-08,464.3500,466.3500,461.3500,462.9000,128657
2024-05-07,462.0000,465.5500,454.0000,463.4500,305703
2024-05-06,457.6000,462.5000,456.7500,458.2500,109547
2024-05-03,460.0000,461.6500,453.3000,456.8500,161420
2024-05-02,462.9500,462.9500,455.5500,457.2500,194501
2024-04-30,463.5500,466.6000,461.2500,462.3000,231866
2024-04-29,466.2500,468.0000,461.6000,462.9500,285939
2024-04-26,461.3000,475.7000,461.3000,464.6500,896290
2024-04-25,458.2500,462.3000,455.9000,461.0000,361799
2024-04-24,462.3500,464.7000,458.6000,460.2000,89738
2024-04-23,467.6500,467.6500,460.2000,462.0000,136089
2024-04-22,452.5000,466.0000,450.0000,461.9500,686741
2024-04-19,440.0000,454.0000,437.0000,452.8500,460351
2024-04-18,452.0000,455.4000,443.0000,444.3000,721390
2024-04-16,453.5500,458.6500,444.9500,448.6000,351268
2024-04-15,461.5000,468.3500,458.2000,459.2500,620596
2024-04-12,477.7000,480.2000,470.0500,470.9000,349609
2024-04-10,477.5000,479.3500,473.1000,477.2500,336846
2024-04-09,484.5000,485.3000,475.3500,475.8000,497999
2024-04-08,490.0000,491.0000,478.4000,479.9000,672222
2024-04-05,487.5500,487.5500,482.4000,485.2000,279798
2024-04-04,486.4500,491.5000,479.7000,487.5000,510610
2024-04-03,480.0000,487.8500,476.2500,483.3500,335247
2024-04-02,482.1000,482.7000,479.7500,481.2000,225090
2024-04-01,482.9000,486.4500,481.6000,485.0000,106206
2024-03-28,476.9500,483.0500,475.4000,480.0500,234609
2024-03-27,481.9500,481.9500,471.4000,472.2000,260004
2024-03-26,487.0500,490.7500,479.0500,479.7500,194127
2024-03-22,488.0500,490.4500,479.4500,487.0500,842058
2024-03-21,500.0000,505.2500,498.4500,500.7000,361134
2024-03-20,495.2500,501.4000,489.4000,493.6000,125193
2024-03-19,509.9000,509.9000,493.0000,494.8000,326233
2024-03-18,517.4500,517.6000,509.0000,510.3500,74618
2024-03-15,515.9000,518.0000,506.3000,516.8000,276524
2024-03-14,502.4500,518.8500,495.0500,517.6000,152206
2024-03-13,513.5000,518.5000,497.0000,504.3500,232362
2024-03-12,513.0000,522.4500,508.0000,510.6500,169261
2024-03-11,516.2500,518.7500,512.3000,514.4000,355735
